Fecha,SHA-E01,SHA-E02,SHA-E03,SHA-E04,SHA-E05,SHA-E06,SHA-E07,SHA-E08,SHA-E09,SHA-E10,SHA-E11,SHA-E12,SHA-E13,SHA-E14,SHA-E15,SHA-E16,SHA-E17,SHA-E18,SHA-E19,SHA-E20,SHA-E21,SHA-E22,SHA-E23,SHA-E24,SHA-E26x,SHA-E27,SHA-E30,SHA-E34,SHA-P01,SHA-P02,SHA-P03,SHA-P04,SHA-P05,SHA-P06,SHA-P07,SHA-P08A,SHA-P09,SHA-P10,SHA-P11,SHA-P12,SHA-P13,SHA-P14
15-01-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-02-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-02-2008,88.852,121.21,80.44,65.394,90.661,95.31,34.71,32.451,42.174,53.861,11.748,11.38,25.17,16.668,10.829,12.655,20.81,2.438,0.975,102.695,94.566,80.059,12.928,3.772,NaN,47.272,164.555,84.721,89.991,97.134,92.511,64.769,34.408,32.407,41.646,11.944,21.455,13.377,26.351,1.283,78.432,46.715
15-03-2008,88.745,121.355,80.507,65.473,90.772,95.423,34.71,32.476,42.222,53.922,11.789,11.424,25.237,16.686,10.827,12.671,20.825,2.431,0.988,102.816,94.691,80.161,12.956,3.804,NaN,47.282,170.445,84.794,90.096,97.231,92.614,64.855,34.445,32.43,41.892,11.974,21.478,13.388,26.413,1.301,78.536,46.723
19-04-2008,88.732,121.368,80.549,65.484,90.773,95.405,34.784,32.516,42.257,53.952,11.772,11.415,25.23,16.73,10.87,12.65,20.809,2.422,0.995,102.829,94.68,80.155,12.975,3.802,NaN,47.352,166.065,84.845,90.09,97.205,92.593,64.864,34.482,32.465,41.92,11.976,21.469,13.375,26.38,1.301,78.532,46.766
22-04-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-05-2008,88.72,121.372,80.553,65.485,90.765,95.401,34.767,32.5,42.244,53.943,11.774,11.417,25.121,16.696,10.752,12.643,20.798,2.401,0.985,102.821,94.681,80.157,12.973,3.735,NaN,47.301,170.468,84.814,90.09,97.198,92.575,64.865,34.461,32.45,41.907,11.966,21.46,13.364,26.372,1.295,78.529,46.83
11-06-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-06-2008,88.713,121.378,80.552,65.502,90.762,95.382,34.787,32.518,42.272,53.975,11.768,11.42,25.092,16.79,10.712,12.629,20.772,2.373,0.972,102.804,94.682,80.161,12.989,3.761,NaN,47.362,170.72,84.785,90.08,97.17,92.542,64.879,34.469,32.469,41.934,11.704,21.445,13.345,26.354,1.789,78.528,46.841
19-07-2008,88.58,121.221,80.445,65.489,90.626,95.237,34.775,32.458,42.199,53.965,11.763,11.395,25.089,16.827,10.707,12.62,20.729,2.365,0.975,102.691,94.568,80.058,12.977,3.686,NaN,47.305,170.401,84.714,90.075,97.152,92.526,64.781,34.424,32.451,42.907,11.938,21.445,13.366,26.331,1.293,78.536,46.851
19-08-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-08-2008,88.704,121.384,81.565,65.509,90.76,95.358,34.762,32.53,42.282,53.983,11.762,11.414,25.85,16.747,10.716,12.665,20.145,2.345,0.955,102.826,94.702,80.163,13.044,3.746,0,47.363,170.478,84.805,90.079,97.15,92.527,64.29,34.491,32.479,41.944,11.954,22.436,13.382,26.366,1.27,78.53,46.7293
13-09-2008,88.631,121.251,80.486,65.496,90.664,95.247,34.788,32.496,42.231,53.982,11.766,11.411,25.091,16.66,10.698,12.638,20.756,2.354,0.95,102.684,94.675,80.142,13.012,3.748,97.538,47.314,170.127,84.836,90.07,97.165,92.588,64.807,34.462,32.47,41.934,11.973,21.436,13.379,26.375,1.267,78.428,46.848
18-10-2008,88.734,121.414,80.586,65.542,90.784,95.374,34.814,32.537,42.298,54,11.772,11.42,25.097,16.704,10.739,12.674,20.769,2.378,0.971,102.845,94.71,80.173,13.032,3.712,0,47.384,170.585,84.89,90.095,97.172,92.582,64.915,34.512,32.493,41.965,11.97,21.46,13.385,26.404,1.3,78.546,46.808
23-10-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-11-2008,88.702,121.39,80.564,65.508,90.748,95.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.53,0,90.076,97.138,92.517,64.889,0,0,0,0,0,0,0,0,0,0
22-11-2008,0,0,0,0,0,0,34.776,32.521,42.255,53.962,11.768,11.416,25.081,16.794,10.726,12.673,20.734,2.374,0.974,102.824,94.686,80.145,13.009,3.8,NaN,47.383,0,84.857,0,0,0,0,34.476,32.476,41.92,11.963,21.421,13.385,26.395,1.292,78.528,46.868
11-12-2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-12-2008,88.707,121.404,80.57,65.518,90.745,95.326,34.766,32.546,42.204,53.975,11.747,11.386,25.056,16.836,10.68,12.67,20.713,2.37,1.028,102.828,94.683,80.144,12.998,3.78,0,47.378,167.542,84.866,90.08,97.138,92.519,64.896,34.5,32.504,41.868,11.944,21.414,13.382,26.378,1.32,78.519,46.816
17-01-2009,88.581,121.244,80.475,65.418,90.621,95.175,34.714,32.458,42.19,53.878,11.753,11.391,25.029,16.876,10.655,12.68,20.667,2.377,0.985,102.68,94.556,80.038,12.969,3.829,97.855,47.33,170.114,84.738,89.965,96.996,92.391,64.795,34.414,32.409,41.856,11.951,21.372,13.378,26.361,1.301,78.419,46.857
08-02-2009,88.612,121.265,80.49,65.437,90.644,95.201,34.738,32.469,42.204,53.882,11.763,11.4,25.036,16.884,11.628,12.693,20.684,2.395,0.991,102.704,94.571,80.062,12.967,3.81,0,47.333,168.98,84.765,89.999,97.01,92.418,64.811,34.429,32.42,41.868,11.961,21.414,13.404,26.374,1.32,78.434,46.772
11-02-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-03-2009,0,0,0,0,0,0,34.723,32.445,42.199,53.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.685,0,0,0,0,34.441,32.414,41.875,0,0,0,0,0,0,0
28-03-2009,88.616,121.272,80.484,65.438,90.643,95.188,0,0,0,0,11.741,11.384,25.031,17.043,10.546,12.719,20.649,2.381,0.992,102.691,94.565,80.047,12.953,3.817,NaN,47.343,170.41,0,89.981,96.995,92.401,64.825,0,0,0,11.936,21.377,13.419,26.384,1.319,78.425,46.775
15-04-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-04-2009,88.641,121.3,80.515,65.455,90.672,95.244,34.737,32.469,42.214,53.899,0,0,25.029,0,0,0,20.668,0,0,102.69,94.561,80.047,0,0,0,0,170.469,84.759,90.031,97.061,92.507,64.822,34.436,32.428,41.877,0,21.384,0,26.387,0,78.419,0
19-04-2009,0,0,0,0,0,0,0,0,0,0,11.757,11.415,0,16.963,10.535,12.752,0,2.38,0.995,0,0,0,12.986,3.825,0,47.358,0,0,0,0,0,0,0,0,0,11.954,0,13.45,0,1.309,0,46.832
30-04-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-05-2009,89.912,122.622,81.778,65.449,91.965,96.501,34.732,32.732,42.488,55.151,11.753,12.591,25.054,16.972,11.647,13.944,21.867,2.362,0.99,103.054,95.865,80.051,12.987,4.976,98.174,47.323,170.527,87.754,90.001,97.022,92.476,65.143,34.701,32.421,41.87,11.95,21.398,13.448,26.678,1.528,79.696,46.841
10-06-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-06-2009,88.628,121.298,80.51,65.66,90.67,95.204,34.744,32.47,42.212,54.125,11.753,11.409,25.048,16.911,10.459,12.762,20.648,2.341,0.983,103.71,94.575,80.058,12.995,3.78,NaN,47.305,166.351,84.763,90.01,97.016,92.458,65.032,34.644,32.425,41.88,11.95,21.397,13.45,26.354,1.3,78.438,47.085
30-06-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-07-2009,88.535,121.303,80.521,65.464,90.681,95.2,34.751,32.478,42.217,53.921,11.731,11.391,25.021,16.862,10.458,12.768,20.621,0,0,0,0,0,0,0,0,0,170.51,84.752,90.088,97.016,92.451,64.841,34.451,32.431,41.886,11.391,21.381,13.441,26.399,0,0,0
19-07-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0.988,102.691,94.561,80.052,13.001,3.765,NaN,47.275,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295,78.423,46.752
21-07-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-08-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-08-2009,88.595,121.265,80.49,65.431,90.639,95.154,34.739,32.476,42.218,53.914,11.742,11.392,25.015,16.93,10.468,12.745,20.607,2.266,0.968,102.684,94.564,80.06,13.032,3.697,NaN,45.25,170.422,84.695,89.575,96.975,92.394,64.812,34.438,32.435,41.885,11.935,21.393,13.478,20.404,1.289,78.421,46.776
26-09-2009,88.621,121.29,80.503,65.456,90.664,95.162,34.751,32.481,42.229,53.925,11.752,11.404,25.018,16.947,10.449,12.795,20.599,2.318,0.975,102.702,94.584,80.061,13.061,3.765,98.415,47.33,170.54,84.776,89.992,96.993,92.43,64.832,34.462,32.441,41.891,11.951,21.374,13.482,26.411,1.304,78.432,46.194
17-10-2009,88.669,121.312,80.51,65.741,90.658,95.153,34.71,32.482,42.241,59.322,11.764,11.505,25.015,16.836,10.516,12.795,20.595,2.315,0.975,102.691,94.58,80.099,13.091,3.792,NaN,47.345,170.397,84.781,89.994,96.997,92.401,64.836,34.436,32.43,41.892,11.963,21.384,13.477,26.418,1.299,78.424,46.822
22-11-2009,88.664,121.325,80.53,65.49,92.66,95.214,34.768,32.51,42.24,53.925,11.807,11.578,25.047,17.01,10.53,12.825,20.646,2.345,0.99,102.714,94.68,80.067,13.123,3.775,98.525,47.37,170.627,84.812,90.036,97.04,92.47,64.857,34.465,32.46,41.917,12.008,21.428,13.524,26.437,1.32,78.439,46.83
12-12-2009,88.655,121.327,80.565,65.485,90.694,95.199,0,0,0,0,11.851,11.476,25.09,17.011,10.52,12.844,20.664,2.29,0.995,102.719,94.576,80.059,13.148,3.826,0,47.347,166.12,0,90.03,97.018,92.452,64.868,0,0,0,12.052,21.462,13.542,26.481,1.319,78.431,46.864
26-12-2009,0,0,0,0,0,0,34.165,32.5,42.225,53.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,84.788,0,0,0,0,34.472,32.448,41.908,0,0,0,0,0,0,0
16-01-2010,88.653,121.337,80.546,65.5,90.693,95.191,0,0,0,0,0,0,0,0,0,0,20.645,2.37,1.01,102.72,94.58,80.062,13.157,3.86,0,0,170.011,0,90.024,97.02,92.435,64.863,0,0,0,0,21.455,0,0,1.32,78.45,0
17-01-2010,0,0,0,0,0,0,34.778,32.51,42.256,53.934,11.867,11.502,25.192,17.168,10.478,12.849,0,0,0,0,0,0,0,0,NaN,47.431,0,84.808,0,0,0,0,34.475,32.468,41.918,12.069,0,13.552,26.5,0,0,46.889
20-02-2010,0,0,0,0,0,0,0,32.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.455,0,84.81,0,0,0,0,0,32.448,0,0,0,0,0,0,0,46.923
21-02-2010,88.654,121.366,80.558,65.505,90.691,95.126,34.995,0,42.365,53.997,11.892,11.521,25.105,17.152,10.461,12.875,19.624,2.364,1.01,102.744,94.582,80.063,13.131,3.885,98.696,0,170.705,0,90.04,97.02,92.69,64.865,34.771,0,41.928,12.09,21.485,13.586,26.504,1.355,78.475,0
05-03-2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-03-2010,88.66,121.32,80.524,65.481,90.172,95.225,34.764,32.503,42.242,53.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.92,84.782,90.055,97.085,92.561,64.868,34.465,32.46,41.909,0,0,0,0,0,0,0
27-03-2010,0,0,0,0,0,0,0,0,0,0,11.926,11.57,25.134,17.135,10.462,12.927,20.752,2.418,1.068,102.792,94.668,79.99,13.174,3.905,NaN,47.446,0,0,0,0,0,0,0,0,0,12.124,21.485,13.593,26.557,1.393,78.507,46.898
17-04-2010,0,0,0,0,0,0,34.838,32.554,42.239,53.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,47.105,0,84.795,0,0,0,0,34.491,32.527,41.936,0,0,0,0,0,0,46.903
18-04-2010,88.71,121.45,80.63,65.596,90.762,95.317,0,0,0,0,11.945,11.662,25.168,17.025,10.394,12.88,20.771,2.481,1.065,102.748,94.601,80.079,13.129,3.862,0,0,170.135,0,90.161,97.099,92.662,64.685,0,0,0,12.148,21.517,13.622,25.532,1.34,78.515,0
22-05-2010,88.664,121.329,80.545,65.542,90.709,95.213,34.781,32.518,42.254,53.941,11.95,11.588,25.104,16.89,10.344,12.83,20.73,2.345,0.984,102.697,94.576,80.048,13.092,3.825,NaN,47.394,165.298,84.732,90.051,97.051,92.553,64.867,34.483,32.47,41.927,12.149,21.475,13.541,26.531,1.312,78.429,46.872
17-06-2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-06-2010,0,0,0,0,0,0,34.819,32.514,42.318,53.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,47.375,0,84.9,0,0,0,64.872,34.432,32.538,41.933,0,0,0,0,0,0,46.944
27-06-2010,88.778,121.345,80.642,65.561,90.824,95.183,0,0,0,0,12.085,11.6,25.138,17.115,10.338,12.955,20.745,2.352,0.989,102.712,94.61,80.072,13.116,3.858,0,0,165.348,0,90.032,97.045,92.445,0,0,0,0,11.888,21.448,13.587,26.525,1.402,76.502,0
18-07-2010,88.731,121.534,81.161,65.59,90.746,95.278,34.559,32.75,41.122,54.03,12,11.66,25.2,17.054,10.392,12.88,20.76,2.43,1.105,102.817,94.679,80.129,11.48,2.86,NaN,47.426,170.782,84.782,90.086,97.089,92.522,64.962,35.14,32.168,42.215,12.864,21.553,13.837,24.48,1.43,78.513,46.837
24-08-2010,88.589,121.28,80.941,65.431,90.623,95.113,34.749,32.48,42.217,53.9,11.916,11.568,25.048,17.039,10.353,12.812,20.621,2.312,0.984,102.636,94.499,79.989,13.118,3.776,NaN,47.234,NaN,84.741,89.985,96.992,92.36,64.81,34.445,32.438,41.88,12.12,20.391,13.524,26.841,1.298,78.357,46.91
26-09-2010,88.64,121.325,80.528,65.485,90.675,95.16,34.766,32.49,42.245,53.93,11.94,11.597,25.07,17,10.402,12.864,20.642,2.345,1.009,102.695,94.564,80.041,13.17,3.893,NaN,47.314,170.475,84.775,90.02,97.02,92.409,64.865,34.466,32.459,41.906,12.14,21.409,13.572,26.51,1.337,78.42,46.768
30-10-2010,88.693,121.342,80.565,64.462,90.675,95.155,34.794,32.555,42.242,53.913,11.837,11.57,25.084,17.118,10.375,12.847,20.617,2.307,0.907,102.701,94.535,80.041,13.148,3.814,NaN,47.342,NaN,84.824,90.04,96.992,92.411,65.471,34.468,32.479,41.89,12.142,21.41,13.568,26.573,1.314,78.414,46.81
20-11-2010,88.64,121.337,80.53,65.484,90.669,95.161,34.756,32.483,42.234,53.917,11.946,11.594,25.085,17.112,10.395,12.849,20.609,2.338,1,102.691,94.561,80.04,13.167,3.834,NaN,47.355,170.901,84.787,90.01,97.005,92.385,64.865,34.45,32.442,41.892,12.148,21.427,13.579,26.682,1.325,78.408,46.892
25-11-2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-12-2010,88.655,121.362,80.537,65.496,90.685,95.21,34.792,32.55,42.314,50.011,11.965,11.606,25.072,17.137,10.396,12.867,20.605,2.324,1,102.707,94.538,80.055,13.167,3.85,NaN,47.785,NaN,84.935,90.027,97.057,92.398,64.873,34.521,32.505,41.974,12.167,21.42,13.59,27.49,1.315,78.925,46.898
29-01-2011,88.746,122.47,80.66,65.58,90.775,95.249,34.838,32.52532565,42.314,52.01,12.01,11.66,25.114,17.181,10.416,12.925,20.65,2.336,1.012,102.776,94.63,80.105,13.219,3.76,NaN,NaN,170.825,84.825,90.105,97.111,92.495,64.965,34.525,32.525,41.978,12.21,21.476,13.64,27.545,1.296,78.49,47.401
18-02-2011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26-03-2011,88.64,121.339,80.522,65.469,90.565,95.16,34.71,32.47,42.21,53.898,11.913,11.552,25.02,17.405,10.275,12.731,20.548,2.25,0.905,102.668,94.525,80.003,12.982,3.581,NaN,47.246,168.81,84.716,89.995,96.996,92.367,64.794,34.436,32.445,41.832,12.115,21.377,13.499,27.415,1.224,78.377,NaN
16-04-2011,88.687,121.396,80.625,65.52,90.71,95.222,34.798,32.527,42.27,53.953,12.02,11.664,25.067,17.418,10.36,12.819,20.606,2.286,0.958,102.73,94.624,80.052,13.017,3.665,NaN,47.318,170.169,84.83,90.047,97.065,92.48,64.905,34.495,32.492,41.935,12.21,21.47,13.54,27.498,1.27,78.428,46.737
21-05-2011,88.7,121.405,80.576,65.527,90.726,95.225,34.773,32.534,42.28,53.964,12.044,11.703,25.086,17.444,10.386,12.784,20.599,2.291,0.952,102.737,94.595,80.07,13.01,3.668,NaN,NaN,170.843,84.775,90.052,97.072,92.42,64.906,34.502,32.493,41.946,12.302,21.46,13.56,27.471,1.263,78.412,46.798
25-06-2011,88.732,121.429,80.604,65.556,90.758,95.239,34.785,32.556,42.296,53.978,12.104,11.71,25.09,17.429,10.412,12.804,20.634,2.324,0.986,102.79,94.62,80.144,13.036,3.694,NaN,47.422,170.872,84.812,90.066,98.012,92.447,64.922,34.524,32.511,41.962,12.306,21.51,13.588,27.492,1.291,78.473,NaN
10-07-2011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.889
20-08-2011,88.677,121.393,80.582,65.507,90.707,95.2,34.489,32.52,42.267,54.241,12.137,11.15,25.105,18.423,10.467,12.782,20.59,2.273,0.875,102.74,94.588,80.06,13.049,3.611,NaN,47.244,164.87,84.825,90.03,97.045,92.413,64.888,34.492,32.482,41.932,12.03,21.47,13.5,27.5,1.2,78.43,NaN
24-09-2011,88.708,121.425,80.59,65.533,0,0,34.816,32.545,42.286,53.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.795,90.064,0,0,64.914,34.51,32.505,41.951,0,0,0,0,0,0,0
25-09-2011,0,0,0,0,90.713,95.214,0,0,0,0,12.185,11.803,25.1,17.46,10.57,12.812,20.57,2.43,0.9,102.728,94.598,81.066,13.07,3.681,NaN,47.306,164.893,0,0,97.058,92.41,0,0,0,0,12.399,21.459,13.539,26.702,1.22,78.44,46.74
30-10-2011,88.694,121.404,80.585,65.52,90.715,95.205,34.798,32.535,42.279,53.958,12.148,11.764,25.048,17.49,10.53,13.77,20.569,2.257,0.869,102.74,94.615,81.057,13.02,3.623,NaN,47.322,164.876,84.789,90.048,97.049,92.047,64.9,34.498,32.502,41.964,12.371,21.457,13.536,26.821,1.22,78.435,46.797
20-11-2011,88.692,121.408,80.579,65.53,90.716,95.21,34.803,32.532,42.275,53.964,12.2,11.85,25.105,17.414,10.555,12.82,20.561,2.181,0.901,102.74,94.588,80.06,13.045,3.71,NaN,47.166,170.8,84.78,90.108,97.055,92.405,64.948,34.511,32.51,41.96,12.41,21.465,13.55,26.891,0.225,74.435,16.619
10-12-2011,88.694,121.413,80.584,65.533,90.715,95.22,34.806,32.535,41.284,53.968,12.188,11.796,25.019,17.477,10.49,12.785,20.57,2.225,0.87,102.76,94.602,80.062,13.019,3.687,NaN,47.254,170.39,84.785,90.055,97.06,92.413,64.915,34.501,33.054,41.945,12.393,21.482,13.516,27.053,1.192,78.448,46.673
10-01-2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.745
19-02-2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19-03-2012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28-04-2012,88.783,121.62,80.671,65.51,90.791,95.952,34.91,32.587,42.31,54,12.13,11.835,25.045,16.924,10.38,12.73,20.47,2.098,0.788,103,94.754,80.128,12.6,3.651,NaN,46.998,170.224,84.8,90.12,98.065,92.49,64.964,35.26,32.509,41.95,12.37,21.381,13.44,27.511,1.1,78.5,NaN
20-05-2012,88.755,121.544,80.65,65.582,91.198,32.63,34.794,32.539,42.49,53.97,11.991,11.171,25.06,17.121,10.635,12.8,20.35,2.174,0.762,102.881,94.673,80.285,12.529,3.671,NaN,47.09,171.128,84.838,90.099,97.195,92.062,64.96,34.72,32.63,41.943,12.24,21.466,13.483,27.365,1.15,68.379,46.498
23-06-2012,88.995,122.1,80.696,65.585,92.17,95.556,34.879,32.556,43.142,54.02,12.075,11.692,25.084,17.27,10.614,12.83,21.075,2.271,0.798,103.18,94.909,81.22,13.13,3.69,NaN,0,170.771,85.04,90.123,97.47,92.68,65.4,34.605,32.559,42.282,12.285,21.729,14.02,27.3,1.101,83.605,0
24-06-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.655
17-09-2012,88.638,121.38,80.72,64.17,93.67,32.79,33.61,31.945,42.28,53.975,0,0,0,0,0,21.295,0,0,0,99.015,0,80.015,12.03,0,0,0,167.1,84.78,89.29,0,92.37,0,33.63,0,41.991,0,0,0,0,0,78.42,0
20-10-2012,88.575,121.323,80.481,65.42,91.796,95.14,34.706,32.465,42.185,53.879,11.936,11.573,25,17.165,10.578,12.599,17.409,2.067,0.759,102.732,94.54,80.03,12.226,3.666,NaN,0,169.265,84.798,89.979,96.961,92.275,64.819,34.412,32.414,41.868,12.147,21.4,13.333,27.815,0.999,79.829,47
25-11-2012,88.485,121.35,80.481,65.416,90.812,95.195,34.715,32.464,41.188,53.875,12.14,11.78,25.072,12.88,10.755,12.795,21.335,2.212,0.828,99.124,94.11,81.08,12.824,3.715,NaN,48.25,169.12,84.785,89.942,97.1,91.263,64.796,34.413,32.407,41.854,12.41,21.422,13.48,27.81,1.516,78.45,NaN
10-06-2013,88.62,121.4,80.53,65.47,90.64,95.12,35.63,32.53,43.19,55.03,35.165,12.805,25.01,13.985,12.079,13.839,20.34,2.349,0.78,103.85,94.6,80.05,13.53,4.725,NaN,47.07,164.7,84.84,89.97,96.98,92.3,64.8,35.07,33.715,43,13.42,21.32,14.379,29.13,1.385,78.45,46.81
02-11-2014,0,121.51,80.64,0,90.88,0,34.74,0,0,53.96,0,0,25.34,12.39,10.46,0,0,2.1,0.76,0,0,81.05,0,3.735,0,47.08,0,0,0,0,92.75,0,34.48,0,0,0,0,0,28.245,1.1,78.33,46.65
12-11-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09-12-2014,88.9,0,0,65.58,0,91.81,0,32.5,42.255,0,11.86,11.51,0,0,0,12.59,21.02,0,0,102.76,94.65,0,12.56,0,NaN,0,171.46,84.95,90.27,97.45,0,64.9,0,32.41,41.87,12.065,21.62,10.74,0,0,0,0
04-02-2015,88.85,0,0,65.55,0,95.75,0,32.6,42.35,0,11.86,11.49,0,0,0,12.69,20.94,0,0,102.91,94.62,0,12.59,0,NaN,0,171.22,84.91,90.2,97.39,0,64.93,0,22.52,41.85,12,21.56,13.29,0,0,0,0
05-03-2015,88.87,0,0,65.47,0,95.76,0,32.56,42.32,0,11.79,11.48,0,0,0,12.73,20.16,0,0,102.87,94.64,0,12.57,0,NaN,0,171.25,84.97,90.2,97.39,0,64.8,0,32.47,41.93,11.98,21.57,13.32,0,0,0,0
16-05-2015,0,121.45,80.6,0,90.86,0,34.83,0,0,53.91,0,0,25.27,0.525,10.44,0,0,2.33,0.85,0,0,80.12,0,3.7,0,47.03,0,0,0,0,92.76,0,34.47,0,0,0,0,0,28.02,1.2,78.43,46.64
14-06-2015,88.86,0,0,65.6,0,95.77,0,32.6,42.35,0,11.8,0.491666667,0,0,0,12.71,20.9,0,0,102.74,94.65,0,12.53,0,NaN,0,171.25,84.92,90.19,97.39,0,64.94,0,32.5,41.97,11.94,21.53,13.19,0,0,0,0
07-07-2015,0,121.48,80.49,0,92.87,0,0,0,0,0,0,0,25.26,12.38,10.42,0,0,2.32,0.81,0,0,80.1,0,3.7,0,47.07,0,0,0,0,92.6,0,0,0,0,0,0,0,28.06,1.16,78.41,46.7
09-07-2015,0,0,0,0,0,0,34.84,0,0,54.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.53,0,0,0,0,0,0,0,0,0
