Fecha,SHA-E01,SHA-E02,SHA-E03,SHA-E04,SHA-E05,SHA-E06,SHA-E07,SHA-E08,SHA-E09,SHA-E10,SHA-E11,SHA-E12,SHA-E13,SHA-E14,SHA-E15,SHA-E16,SHA-E17,SHA-E18,SHA-E19,SHA-E20,SHA-E21,SHA-E22,SHA-E23,SHA-E24,SHA-E26x,SHA-E27,SHA-E30,SHA-E34,SHA-P01,SHA-P02,SHA-P03,SHA-P04,SHA-P05,SHA-P06,SHA-P07,SHA-P08A,SHA-P09,SHA-P10,SHA-P11,SHA-P12,SHA-P13,SHA-P14
04-08-2015,88.84,0,0,65.59,0,95.74,0,32.49,42.22,0,11.72,11.4,0,0,0,12.67,20.87,0,0,102.71,94.63,0,12.53,0,NaN,0,171.32,84.77,90.15,97.37,0,64.91,0,32.4,41.84,11.92,21.48,13.27,0,0,0,0
03-09-2015,0,121.31,80.64,0,90.74,0,34.85,0,0,54.05,0,0,25.13,12.41,10.44,0,0,2.34,0.82,0,0,79.99,0,3.67,0,47.06,0,0,0,0,92.75,0,34.58,0,0,0,0,0,28,1.18,78.43,46.61
26-09-2015,88.69,0,0,65.48,0,95.58,0,32.48,42.22,0,11.73,11.41,0,0,0,12.71,20.83,0,0,102.73,94.52,0,12.56,0,0,0,171.39,84.86,90.03,97.19,0,64.82,0,32.4,34.72,11.93,21.45,13.3,0,0,0,0
14-11-2015,0,121.47,80.61,0,90.89,0,0,0,0,0,0,0,25.12,12.41,10.44,0,0,2.29,0.8,0,0,80.12,0,3.66,0,47.08,0,0,0,0,92.65,0,0,0,0,0,0,0,28,1.14,78.28,46.62
15-11-2015,0,0,0,0,0,0,34.7,0,0,53.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,0,0,0,0,0,0,0,0,0
11-12-2015,88.73,0,0,65.57,0,95.68,0,32.48,42.25,0,11.74,11.4,0,0,0,12.78,20.82,0,0,102.71,94.62,0,12.6,0,0,0,171.53,84.91,90.1,97.28,0,64.96,0,32.39,41.86,11.94,21.47,13.52,0,0,0,0
13-01-2016,0,121.35,80.49,0,90.79,0,41.83,0,0,54.02,0,0,25.13,12.38,10.51,0,0,2.28,0.8,0,0,80.11,0,3.66,0,47.1,0,0,0,0,92.74,0,34.54,0,0,0,0,0,28.02,1.15,78.3,46.75
18-02-2016,88.8,0,0,65.59,0,95.71,0,32.54,42.28,0,11.76,11.49,0,0,0,12.83,20.74,0,0,102.79,94.61,0,12.62,0,0,0,NaN,NaN,90.13,97.28,0,64.92,0,32.45,41.9,11.96,21.42,13.36,0,0,0,0
16-03-2016,0,121.39,80.61,0,90.88,0,34.74,0,0,53.94,0,0,25.14,12.42,10.6,0,0,2.28,0.8,0,0,79.97,0,3.69,0,47.18,0,0,0,0,92.74,0,34.47,0,0,0,0,0,27.9,1.15,78.32,46.61
16-04-2016,88.78,0,0,65.59,0,95.67,0,32.56,42.31,0,11.73,11.4,0,0,0,12.83,20.74,0,0,102.87,94.51,0,12.5,0,0,0,171.59,84.95,NaN,NaN,0,NaN,0,32.46,41.93,11.93,NaN,13.35,0,0,0,0
18-05-2016,0,121.39,80.61,0,90.88,0,34.79,0,0,53.97,0,0,25.14,12.47,10.72,0,0,2.27,0.81,0,0,80.09,0,3.72,0,47.18,0,0,0,0,92.66,0,34.49,0,0,0,0,0,27.97,1.15,78.41,46.69
25-06-2016,88.81,0,0,65.62,0,95.71,0,32.49,42.23,0,11.71,11.39,0,0,0,12.87,20.67,0,0,102.85,0,0,12.44,0,0,0,171.35,84.92,90.15,98.92,0,65,0,NaN,NaN,NaN,21.38,NaN,0,0,0,0
26-06-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-07-2016,0,121.44,80.57,0,90.83,0,34.79,0,0,53.97,0,0,25.05,12.47,10.72,0,0,2.27,0.81,0,0,80.09,0,3.72,0,47.1,0,0,0,0,92.65,0,34.49,0,0,0,0,0,27.97,1.15,78.41,46.69
27-08-2016,88.77,0,0,65.6,0,95.54,0,32.48,42.21,0,11.63,11.32,0,0,0,12.88,20.66,0,0,102.9,94.53,0,12.38,0,0,0,171.49,84.89,90.01,97.13,0,64.91,0,32.38,41.84,11.84,21.4,13.39,0,0,0,0
01-10-2016,0,0,0,0,0,0,0,32.5,42.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.98,0,0,0,0,0,32.44,41.88,0,0,0,0,0,0,0
28-10-2016,88.76,0,0,65.56,0,95.66,0,32.49,42.3,0,11.6,0.479166667,0,0,0,12.88,20.71,0,0,102.72,94.59,0,12.43,0,0,0,171.54,84.96,90.13,97.35,0,64.93,0,32.52,41.9,11.8,21.4,13.43,0,0,0,0
02-12-2016,0,121.39,80.53,0,90.82,0,34.78,0,0,54,0,0,24.96,12.44,10.52,0,0,2.25,0.83,0,0,80.13,0,3.73,0,47,0,0,0,0,92.56,0,34.5,0,0,0,0,0,28,1.18,78.35,46.68
04-02-2015,88.8,0,0,65.63,0,95.7,0,32.5,42.23,0,11.61,11.34,0,0,0,12.94,20.66,0,0,102.85,94.64,0,12.48,0,NaN,0,171.54,84.93,90.15,97.33,0,64.95,0,32.42,41.9,11.82,21.39,13.43,0,0,0,0
05-03-2015,88.76,0,0,65.59,0,96.63,0,32.5,42.23,0,11.73,11.39,0,0,0,12.88,20.64,0,0,102.88,94.61,0,12.51,0,NaN,0,171.5,84.98,90.09,97.26,0,64.92,0,32.4,41.9,11.94,21.39,13.46,0,0,0,0
16-05-2015,0,121.36,80.5,0,90.74,0,34.74,0,0,53.95,0,0,24.9,12.38,10.39,0,0,2.23,0.81,0,0,83.03,0,0.74,0,46.96,0,0,0,0,92.74,0,34.49,0,0,0,0,0,21.02,1.15,78.06,46.6
14-06-2015,88.76,0,0,65.56,0,95.61,0,32.5,42.24,0,11.87,12.34,0,0,0,12.97,20.61,0,0,102.83,NaN,0,12.46,0,NaN,0,171.53,84.95,90.07,97.25,0,64.89,0,32.4,41.85,12.08,21.38,13.48,0,0,0,0
07-07-2015,0,121.47,80.6,0,90.87,0,0,0,0,0,0,0,24.94,12.29,10.4,0,0,2.22,0.81,0,0,79.96,0,3.68,0,46.93,0,0,0,0,92.71,0,0,0,0,0,0,0,27.89,1.16,78.26,46.49
09-07-2015,0,0,0,0,0,0,34.73,0,0,53.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.46,0,0,0,0,0,0,0,0,0
04-08-2015,88.78,0,0,65.59,0,95.63,0,32.54,42.28,0,11.92,12.37,0,0,0,12.97,20.63,0,0,102.79,NaN,0,12.39,0,NaN,0,171.62,84.92,90.11,97.27,0,64.91,0,32.43,41.89,12.14,21.39,13.47,0,0,0,0
03-09-2015,0,121.5,80.61,0,90.67,0,34.73,0,0,53.9,0,0,25.02,12.31,10.43,0,0,2.25,0.84,0,0,80.07,0,3.83,0,47.16,0,0,0,0,92.68,0,34.45,0,0,0,0,0,27.99,1.19,78.37,46.44
26-09-2015,88.79,0,0,65.61,0,95.63,0,32.53,42.27,0,11.91,12.39,0,0,0,12.99,20.63,0,0,102.81,NaN,0,12.41,0,0,0,164.024,84.89,90.11,97.17,0,64.93,0,32.43,41.12,12.16,21.43,13.49,0,0,0,0
14-11-2015,0,121.56,80.62,0,90.88,0,0,0,0,0,0,0,24.96,12.46,10.5,0,0,2.26,0.85,0,0,80.07,0,3.84,0,47.03,0,0,0,0,92.64,0,0,0,0,0,0,0,28.17,1.2,78.44,46.67
15-11-2015,0,0,0,0,0,0,34.75,0,0,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.46,0,0,0,0,0,0,0,0,0
11-12-2015,88.68,0,0,65.556,0,95.655,0,32.48,42.22,0,12.1,11.76,0,0,0,13.04,20.643,0,0,102.83,NaN,0,12.51,0,0,0,0,0,90.007,97.025,0,64.933,0,32.42,41.88,12.32,21.463,13.53,0,0,0,0
13-01-2016,0,121.51,80.62,0,90.85,0,34.75,0,0,53.91,0,0,25.03,12.36,10.36,0,0,2.3,0.93,0,0,80.07,0,3.77,0,47.08,0,0,0,0,92.57,0,34.45,0,0,0,0,0,28.08,1.17,78.4,46.5
18-02-2016,0,0,0,0,0,0,0,32.576,42.324,0,12.16,11.808,0,0,0,13.066,0,0,0,NaN,0,0,NaN,0,0,0,0,0,0,0,0,0,0,32.56,41.987,12.385,0,13.611,0,0,0,0
16-03-2016,0,121.43,80.55,0,90.78,0,34.83,0,0,54.03,0,0,24.96,12.45,10.59,0,0,2.31,0.85,0,0,80.07,0,3.8,0,47.02,0,0,0,0,95.75,0,34.53,0,0,0,0,0,28.14,1.2,78.43,46.59
16-04-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-05-2016,0,121.58,80.67,0,94.73,0,34.76,0,0,46.01,0,0,25.08,12.54,10.73,0,0,2.3,0.84,0,0,80.01,0,3.69,0,47.08,0,0,0,0,0,0,34.46,0,0,0,0,0,28.06,1.19,78.36,46.51
25-06-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-07-2016,0,0,0,0,0,0,34.71,0,0,53.9,0,0,0,12.7,11.2,0,0,2.33,0.86,0,0,80.12,0,3.76,0,0,0,0,0,0,0,0,34.75,0,0,0,0,0,28.18,1.21,78.48,46.61
27-08-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-10-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-10-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-12-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-03-2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
