Fechas	SHA-E01	SHA-E02	SHA-E03	SHA-E04	SHA-E05	SHA-E06	SHA-E07	SHA-E08	SHA-E09	SHA-E10	SHA-E11	SHA-E12	SHA-E13	SHA-E14	SHA-E15	SHA-E16	SHA-E17	SHA-E18	SHA-E19	SHA-E20	SHA-E21	SHA-E22	SHA-E23	SHA-E24	SHA-E26X	SHA-E27	SHA-E30	SHA-E34	SHA-P01	SHA-P02	SHA-P03	SHA-P04	SHA-P05	SHA-P06	SHA-P07	SHA-P08	SHA-P08A	SHA-P09	SHA-P10	SHA-P11	SHA-P12	SHA-P13	SHA-P14
734133	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
734154	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0
734155	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1
734189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
734190	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
734202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734210	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
734224	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
734245	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1
734246	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0
734280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
734306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734315	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1
734316	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0
734337	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1
734374	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
734407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
734441	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
734462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
734467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734497	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
734532	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
734552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734588	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
734609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
734644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
734679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0
734694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
734735	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0
734770	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
734771	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1
734806	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
734827	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
734847	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1
734878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
734918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734987	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0
735009	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1
735043	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0
735044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
735129	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
735162	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1
735198	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0
735395	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1
735905	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1
735915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735942	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0
735999	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0
736028	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736100	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736129	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0
736152	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
736154	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
736180	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736210	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736233	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0
736282	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
736283	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
736309	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736342	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736378	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736405	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736436	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0
736468	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736506	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
736507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736535	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736569	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736604	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
736631	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736666	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
735999	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736028	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736100	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1
736129	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736152	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
736154	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
736180	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0
736210	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736233	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0
736282	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
736283	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
736309	1	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0
736342	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1
736378	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0
736405	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
736436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736468	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
736506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736535	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
736569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
