p10 - 4.5	p25 - 4.5	p50 - 4.5	p75 - 4.5	p90 - 4.5	p100 - 4.5	p10 - 8.5	p25 - 8.5	p50 - 8.5	p75 - 8.5	p90 - 8.5	p100 - 8.5
0	1.7931	0	0	0.23267	0	0	0	0	0	0	0
0	0	10.874	0	0	0	0	0	0	0	0	0
0	17.333	0	0	0	0	0	0	0	0.74564	0	0
0	1.1442	0	0	0	0.55488	7.6459	0	0	0	8.0575	6.1338
0	0	0	0	0	0	1.5292	0	3.2181	0	0	9.9085
0	21.168	0	4.2886	0	4.772	3.2768	0	0	0	0	12.268
0	4.5768	0	0	0	0.22195	8.7382	0	14.374	0	1.2396	26.894
0	0	0	1.0721	0	5.5488	5.4614	0	2.6817	0	3.099	6.1338
0	0	0	0	0	3.8842	0	0	0	0	0.61981	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1.8594	0
1.0762	0	6.2656	0	0	0	15.947	0	18.665	2.6671	0	17.93
0	0	2.1756	0	0	3.3293	8.1921	0	1.609	18.136	0	13.211
0.21524	0	4.09	0	0	0	4.9152	0	0	30.404	0	5.1902
0	0	11.313	0	0	0	7.0998	0	0	0	0	0
0	0	0	9.1132	0	0	0	0	0	0	0	0
0	0	0	1.0721	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	7.4374	0	0	0	0	2.1846	0	1.5018	0	0	0
0	10.87	0	0	3.7466	0	1.6384	0	1.609	0	0	0
0	1.7163	0	0	0	0	12.015	0	1.0727	3.8406	0	0
0	0	0	0	0	0	8.1921	0	0	0	0	0
5.8115	0	0	0	0	0	0	0	5.3635	0	0	0.94366
3.7667	2.8605	0	0	0	0	8.7382	0	2.1454	0	0	10.852
0.53811	0	0	0	0	0	0	0	0	0	0	12.739
0.21524	0	3.4809	0	0	0	6.0075	0	0.53635	0	0	1.4155
1.6143	4.5768	0	0	0	0	1.6384	0	4.0762	0	0	0
5.1658	0.5721	0	0	0	0	2.6215	3.1239	0.53635	0	0	0
0	0	0	0	0	0	0	0.39049	2.6817	0	0	0
6.9954	0	0	0	0	0	1.6384	8.9813	0	0	14.875	0
0	0	0	0	0	0	0	4.64	0.10176	0	0	0.21127
0	0	0	0	0	0	0	27.067	0	0	0	5.81
0	0.46437	0	0	0	9.3697	2.512	6.1867	0.10176	0	0	0.42255
0	0	0	0	0	7.0273	0	0	0	0	0	2.6409
0.093147	0	0	0	0	0	0	0	0	0	0	0.63382
0	0	0	0	1.1682	0	0	0.77333	0	0	0	0
1.7698	3.2506	1.0841	0	0	0	0	0	0	0	0	0
4.0985	2.7862	2.7102	0	0	0	0	0	0	0	0	0
0	1.3931	0	5.2607	1.1682	0	0	0	0	0	0	0
12.947	0.46437	0	2.0766	0	0	0	0	0	0	0	0
1.5835	0	0.54204	0	0.58412	0	0	9.28	0	0	0	0
0.093147	0.46437	0	0	0	0	0	1.5467	0	0	0	0
0	0	0	0	0	0	0	0	0.30529	0	0	6.3382
0	4.6437	0	0	0	0	0	17.013	2.137	0	0	0.63382
0	0	0	0	0	0	0	0	0	0	0	7.9228
0	0	0	0	0	0	1.8087	0	0	10.571	0	6.8664
0	0	0	0	0	0	14.067	0	0	9.4584	0	4.2255
0	0	0	0	0	0	3.5168	0	0	6.454	0	0
0	22.29	0	0	0	0	0	0	0	0	0	0
0	0.92874	0	0	0	0	0	0	0	0	0	0
0	1.8575	0	0	0	0	0	0	0.50882	5.0543	3.8363	5.5988
0	1.3931	0	0	0	0	0	0	0.30529	0	0	4.2255
0.18629	0	0.54204	0	0	0	0	0	2.4423	6.8922	0	3.3804
0	0	4.1195	0	0	0	0	0	6.5128	0	0	0
0	0	1.6261	0	0	0	0	7.7333	12.11	0	1.5345	0
0	0	0	0	0	0	0	0	0	0	1.9181	0
0	0	0	0	0	0	0	3.0933	5.4952	0	5.7544	0
0.18629	0.46437	0	0	0	0	0	18.56	3.1547	0	1.2788	0
0.093147	0	0	0	0	0	2.0096	2.32	0	0	0	0
0	0	0	0	0	0	19.091	0	1.73	0	0	0
2.3287	0	0	0	0	0	0.20096	22.427	5.4952	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.61447
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2.2641	0	0	0	0	0
0	0	0	0	0	0	2.7169	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6.1447
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.036665	0	0	0	1.8501	0	0	0.036657	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2.1637	0	0	0	0	0	0	0	0
0	0	0	0	0	6.167	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.012222	0	0	0	0	0	0	0.012219	0	0	0
0	0	0.068211	0	0	0	0	0	0	0	0	0
0	0	0	0	2.2571	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4.4017	0	0	0	0
0	0	0	0	0.84641	0	0	1.8341	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	5.7382e-05	0	0	0	0	0	0.0013669	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4.1541	0	0
0	0	0	0	0	0	0	0	0	1.6398	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.19266	0	0	0	0	0	0	0	0	0	0	0
2.312	0	0	0	0	0	0	0	0	0	0	0
0.48166	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2.0638e-05	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.96332	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.0785	0	0	0	0
0	0	0	0	0	0	0	0.0628	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.9378	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
3.5852	0	0	0	0	0	0	0	0	0	0	0
1.4152	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2.817	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4.0314	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1.8754	0	0	0	0	0	0	0	0	0	0
0	0.46884	0	0	0.93006	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.07548	0	0	0	0.0026611	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.4067	0	0	0
0	0	0.07548	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.76247	0
0	0	0	0	0	0	0	0	0	0	0.95309	0
0	0	0	0	0	0	0	0	0	0	1.5249	0
0	0	0	0	0	0	4.1317e-06	0	0	0	0	0
0	0.4987	0	0	0	0	0	0	0	0	0	0
0	1.9948	0	0	0	0	0	0	8.7771	0	0	0
0	0	0	0	0	0	0	0	6.5829	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.0090716	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	3.9896	0	0	0	0	0	0	0	0	0	0
0	6.3834	0	0	0	0	0	0	0	0	0	0
0	1.9948	0	0	0	0	0	0	0	0	0	0
0	0.4987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.0027004	0	0	0	0	0	0	0.0027002	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1.7132e-13	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1.5504e-14	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.00014687	0	0	0	0	0	0	0.00014686	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.3952	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2.5583e-12	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3.147e-09	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.00098529	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5.0739e-05	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1.9873	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2.5369e-05	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.9875	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.4201	0	0
0	0	0	0	0	0	0	9.117e-09	0	1.4201	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1.013e-09	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.13805	0	0	0	0	0	0	0	0	0	0	1.7388
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1.117	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2.9278	0	0	0	0	0	0
0	0	0	0	0	0.73194	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.34775
0	0	0	0	0	0	0	0	1.1169	0	0	0
0	0	0	0	0.33005	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.016147	0	0	0	0	0	0	0	0	0
0	0	0	0	0.33005	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.37634	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.011187	6.3978	0	0	0	0
0	0	0	0	5.6194	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.5202	0	0
0	0	0	0	0	0.54638	0	0	0	1.2162	0	0
0	0	0	0	0.86453	0	0	0	0	0	0	0
1.5544	0	0	0	2.1613	0	0	0	0	0	0	0
0	0.97283	0	0	0.43226	0	0	0	0	1.0135	0	0
0	0	0	0	0	3.8247	0	0	0	0	0	0
0	0	0	0	1.2968	3.2783	0	1.9397	0	0	0	0
0	0	0	0	0	1.6391	0	2.0173	0	0	0	0
0	0	0	0	0	0.54638	1.8856	1.1638	0	3.0404	0.25122	0
0	0	0	0	0	0	0	1.8622	0	0	13.189	0
0	0	0	0	0	0.54638	0	1.707	0	0	0.25122	0
0	0	0	0	0	0	0	0	0	0	1.2561	0
0	0	0	0	0	5.4638	0	0	0	0	1.7585	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3.2431	0	0
0	0	0	0	0	0	0	0	0	12.77	0	0
0	0	6.5916	0	0	0	0	0	0	8.7158	0	0
0	0	0	0	0	26.226	0	0	0	7.1956	0	0
0.20725	0	0	0	0	1.0928	0	0	0	0	0	0
0	0	0	0	0	2.1855	0	0	0	0	0	0
0	0	0	0	0	1.6391	0	0	0	0.60808	0	0
0	0	0	0	0	0	0	0	0	0	1.2561	0
0	0	0	0	0	0	0	0	0	2.0269	0	0
0	0	0	0	0	0	0	0	0	4.5606	0	0
0	0	0	0	0	0	0	0	0.4864	0	0	4.247
0	0	0	0	0	0	0	0	0.4864	0	0	0.53087
0	0	0	0	10.374	0.54638	0	0.31036	0	0	0	12.21
0	0	0	0	0	0	0	0	0	0	0	16.457
0	0	0	0	2.1613	0	0	0	0	0	0	2.1235
0	0	0	0	1.7291	0	0	0	0	2.0269	0	2.1235
0.6307	0	0	0	0	0	0	0	0	2.7018	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.59782	0	0.45778	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.3509	0	0
0	0	0	0	0	0	0.10569	0.77199	0	2.0263	0	0
4.0996	0	0	6.0301	0	0	0	9.2638	0	8.1053	0	0
0.70954	0	4.1847	0	3.2045	1.0295	2.0082	4.2459	0	0	0	0
6.78	1.1761	3.5869	1.2922	2.7467	0	4.6505	3.8599	0	4.7281	0	0
0.70954	1.9602	1.7934	0	1.3733	0	0	1.93	0	10.132	0	0
3.7842	1.3722	0.59782	0	0.45778	0	14.691	3.0879	0	8.1053	0	0
7.8838	0	0	0	0	0	1.7968	7.7199	0	3.3772	0	0
3.9419	0	0.59782	0	0.45778	0	0.10569	16.212	0	27.018	0	0
0	0	0	0	0	0	0	6.9479	0	39.176	0	0
0	0	5.9782	0	4.5778	0	0	7.7199	3.945	6.7544	0	0
0	0	0	0	0	0	0	0.77199	0	0.67544	0	0
2.7593	0	0	0	0	0	0	0.77199	0	0	0	0
0	0	0	0	0	0	0	7.7199	0	0	0	0
0	0	0	0	0	0	0	1.158	0	0	0	0
0	0	28.695	0	21.974	10.295	0	1.93	0	0	0	0
0	0	1.1956	0	0.91556	10.809	0	6.1759	0	0	0	0
0	0	2.3913	0	1.8311	4.6325	0	9.6498	0	0	0	6.3621
2.7593	0	1.7934	0	1.3733	0.51473	0	10.036	0	0	0	3.4703
5.9128	0	0	0	0	18.015	0.21139	6.1759	0	0	0	0
3.1535	0	0	0	0	0	0	1.93	0	0	0	0
0	0	0	2.692	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2.702	0	0	0	0
0	0	0	1.6152	0	0	0	0	0	0	0	0
9.9336	0	0.59782	0	0.45778	0	0.21139	0	0	0	0	0
0	0	0	1.0768	0	0	0.10569	0	0	0	0	0
3.3112	0	0	3.2304	0	0	0	0	0	0	0	0
0	0	0	1.6152	0	0	2.6423	0	0.56358	0	0	0
0	0	2.1753	0	0	0	3.2179	7.8764	0	1.0715	0	13.754
0.34361	0	0	0	1.9308	0	4.2906	1.5753	0	0	0	10.469
2.577	0	0	0	0	0	12.872	3.3756	0	19.822	0	0.10264
2.577	0	0.87011	0	2.8963	8.8191	0	9.0016	0	4.2859	0	17.859
6.0131	0	0	0	0	5.3894	0	5.626	0	0	0	0.10264
2.577	0	0	0	0	0.9799	0	0	0	0	0	0
3.4361	0	3.0454	0	0	12.249	0	0	0	0	0	7.0822
0.42951	0	3.9155	0	0	2.9397	0	0	0	0	0	0
0.85902	0	0	1.2879	0	4.7035	0	16.428	0.96877	0	0	0
7.3016	0	0	0	0	11.759	0	8.439	0	0	0	0
6.4426	0	0	0.25759	0	1.9598	0	5.0634	1.4532	0	0	1.6422
1.2885	0	0	0	0	7.3492	0	7.3138	0	0	0	0.71848
0	0	0	0	0	2.4497	0	0	0	0	0	2.6687
0	0	0	0	0	4.8995	2.1453	0	2.9063	0	0	0.41056
0	0	6.0908	0	0	0	14.481	0	0	0	0	0
0	0	0	0	0	0	5.3632	0	0	0	2.5323	0
0	0	0	0	5.7925	0.9799	2.6816	2.2504	0	6.9645	0	0
0	2.4932	0	0	1.9308	0	4.2906	1.6878	0	10.179	0	0
0	0	0	0	2.8963	0.9799	4.5051	12.377	0	1.6072	0	0
0	0	0	0	5.3098	0.9799	17.699	8.439	0	0	0	0
0	1.4959	0	6.9549	9.6542	1.1759	9.1175	0	0	0	0	0.20528
0	1.1967	0	4.5078	0.96542	6.3693	21.453	9.0016	0	2.6787	0	0
0	1.5956	0	0.64397	18.826	8.8191	8.1521	0	0	0	0	0
0	0	0	0.25759	0	0	4.8269	6.1886	0	0	0	0
0	0	0	1.9319	0	0	12.872	1.6878	0	4.2859	0	0.10264
0	0	0	6.1821	0	0	4.2906	2.7005	0	0.53573	0	0
0	0	0	0	0	0	1.0726	0	0	0	0	0
0.1718	0	0	8.3717	0	3.9196	0	1.6878	1.4532	0	0	0
0	0	0	28.335	0	0	0	0	0	0	0	0
0	0	4.9051	1.0933	0	0	0	0	0	0	0	0
0	0	1.2486	0	0	0	0	0	0.57198	0	0	0
0	0	0	4.5918	0	0	0	0	4.8046	0	25.365	0
1.8326	0	0	0	0	0	0	7.1033	2.0591	0	6.5527	0
0	0	0	9.2928	0	0	0	4.3409	22.307	0	4.1219	0
13.286	0	0	8.7462	0	0	0	0.78925	0.91517	0	2.3252	0
0	0	4.0133	5.2477	0	0	0	9.8657	2.2879	0	1.0569	0
0	0	0	0	0	0	0	2.3678	0	0	0	0
0	2.5329	0	3.8265	2.5016	0	0	3.7884	2.2879	0	6.0243	0
0	17.224	3.389	1.0933	17.011	0	0	9.4711	2.2879	0	15.008	0
0	28.875	0.89184	0	28.519	0	0	1.5785	0	0	8.9836	0
0	0	0	0	0	0	0	5.9194	1.7159	0	10.358	0
0	0	0.35674	0	0	0	0	1.9731	12.812	0	6.9755	0
0	0	3.5674	0	0	0	0	3.9463	0	1.0173	7.9267	0
0	0	0	4.9197	0	0	0	0	0.22879	0	1.0569	0
0	0	0	0	0	0	0	0	0	0	15.008	0
0	0	0	0	0	0	0	0.78925	0	0	0	0
0	0	0	0	0	12.664	0	0	0	8.1383	9.8291	12.05
0	3.6474	0	0	3.6024	6.5502	0	0.78925	0	0	11.837	6.2328
5.4979	0	0	0	0	0	0	0.78925	0	0	0.10569	0
0.36652	0	0	0	0	0	0	0.94711	0	0	0	0
0.91631	0	0	0	0	0	4.0474	5.1302	0	0	0	0
4.1234	0	0	0	0	0	0	7.1033	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3.2798	0	0	4.9469	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
12.37	0	0	0	0	0	0	0	0	0	0	0
1.8326	0	0	1.3119	0	0	0	3.157	0	0	0.10569	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.0094543	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.095825	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	1.8207	0	0	0	0	0	0	0	0	0
0	0	4.2163	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.21844	0	0	0	4.3617
0	0	13.32	0	0	0	0	0	0	0	0	1.7217
0	0	1.629	0	0	0	0	0	0	0	0	0
0	0	0.095825	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.53315	0	0	0	0	0
0	0.0094572	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3.4935	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.10922	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.0905	0	0.19165	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.19165	0	0	0	0	0	0	0	0	0
0	0	0.095825	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.22813	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1.3162	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1.6565	0	0	0	0
0	0	0	0	0	0	0	0.6626	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.1716	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1.6565	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.17549	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.2281	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.085684	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.052491	0	0	1.7022	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4.7581
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
